L_FCC_x,L_FM1_x,L_FM2_x,L_FM5_x,R_FCC_x,R_FM1_x,R_FM2_x,R_FM5_x,L_FCC_y,L_FM1_y,L_FM2_y,L_FM5_y,R_FCC_y,R_FM1_y,R_FM2_y,R_FM5_y,L_FCC_z,L_FM1_z,L_FM2_z,L_FM5_z,R_FCC_z,R_FM1_z,R_FM2_z,R_FM5_z
0.792921,0.976738,0.99089,0.952467,1.036725,1.216552,1.230634,1.195941,0.55636,0.517198,0.558126,0.606145,0.459261,0.470485,0.434439,0.392446,0.0767,0.052821,0.055063,0.044956,0.090174,0.079154,0.078385,0.057131
0.789877,0.973723,0.987803,0.949334,1.043909,1.223888,1.237997,1.203705,0.556253,0.517263,0.558124,0.60613,0.45933,0.470578,0.434546,0.39254,0.076928,0.052766,0.054993,0.044931,0.088464,0.080573,0.080079,0.05823
0.786838,0.970707,0.984722,0.94621,1.050984,1.231062,1.24519,1.211304,0.556146,0.517326,0.558128,0.60612,0.459434,0.470701,0.434681,0.392662,0.077168,0.05271,0.054923,0.044908,0.086882,0.082081,0.081852,0.059421
0.783805,0.967688,0.981647,0.943094,1.05794,1.238069,1.252206,1.218729,0.556038,0.517388,0.558138,0.606114,0.459574,0.470853,0.434843,0.392809,0.077419,0.052653,0.054854,0.044888,0.085424,0.083672,0.083695,0.060695
0.780777,0.964665,0.978578,0.939987,1.064768,1.244901,1.259036,1.225971,0.55593,0.517445,0.558152,0.606113,0.45975,0.471033,0.435029,0.392981,0.077683,0.052596,0.054785,0.044871,0.084083,0.085338,0.0856,0.062045
0.777754,0.961637,0.975514,0.936887,1.071458,1.251552,1.265673,1.233021,0.555824,0.517498,0.55817,0.606115,0.45996,0.471238,0.435238,0.393176,0.07796,0.052537,0.054716,0.044857,0.082854,0.087069,0.087558,0.063462
0.774737,0.958604,0.972455,0.933793,1.077999,1.258014,1.272111,1.239871,0.555718,0.517546,0.55819,0.606121,0.460206,0.471466,0.435467,0.393393,0.078251,0.052477,0.054649,0.044846,0.081729,0.088857,0.089559,0.064935
0.771726,0.955565,0.9694,0.930703,1.084382,1.264277,1.278341,1.24651,0.555613,0.517589,0.558211,0.60613,0.460487,0.471712,0.435714,0.39363,0.078555,0.052416,0.054581,0.044839,0.080702,0.090691,0.091592,0.066456
0.768721,0.952522,0.966346,0.927616,1.090595,1.270332,1.284356,1.252929,0.55551,0.517628,0.558233,0.60614,0.460801,0.471972,0.435974,0.393884,0.078875,0.052353,0.054515,0.044834,0.079765,0.092559,0.093646,0.068012
0.765722,0.949475,0.963293,0.924529,1.096625,1.276168,1.290148,1.259117,0.555409,0.517662,0.558254,0.60615,0.461148,0.472243,0.436244,0.394152,0.07921,0.05229,0.054449,0.044832,0.07891,0.094448,0.095711,0.069591
0.762729,0.946424,0.960241,0.921443,1.102459,1.281773,1.295706,1.265064,0.55531,0.517691,0.558274,0.606159,0.461526,0.472518,0.436521,0.394434,0.07956,0.052227,0.054383,0.044831,0.07813,0.096346,0.097772,0.07118
0.759743,0.943371,0.957189,0.918354,1.108082,1.287138,1.30102,1.270757,0.555213,0.517718,0.558292,0.606165,0.461932,0.472795,0.436799,0.394727,0.079927,0.052163,0.054318,0.044833,0.077417,0.098237,0.099817,0.072764
0.756763,0.940315,0.954136,0.915265,1.113479,1.29225,1.306079,1.276186,0.55512,0.517742,0.558308,0.606169,0.462365,0.473072,0.437078,0.395028,0.080311,0.052099,0.054253,0.044837,0.076762,0.100105,0.101831,0.07433
0.75379,0.937259,0.951083,0.912174,1.118633,1.297098,1.310871,1.281336,0.55503,0.517763,0.558321,0.60617,0.462821,0.473346,0.437355,0.395336,0.080712,0.052035,0.054187,0.044841,0.076157,0.101936,0.103798,0.075861
0.750825,0.934202,0.948028,0.909082,1.123527,1.301668,1.315385,1.286195,0.554943,0.517784,0.558332,0.606171,0.463295,0.473617,0.437628,0.395651,0.081131,0.051972,0.05412,0.044847,0.075592,0.10371,0.105701,0.077341
0.747868,0.931145,0.944972,0.90599,1.128142,1.305949,1.319607,1.290749,0.554861,0.517803,0.558342,0.60617,0.463783,0.473886,0.437899,0.395971,0.081568,0.051909,0.054053,0.044855,0.07506,0.105412,0.107523,0.078752
0.744918,0.928089,0.941914,0.902898,1.132458,1.309926,1.323525,1.294983,0.554783,0.517822,0.558349,0.606169,0.46428,0.474153,0.438168,0.396297,0.082024,0.051847,0.053983,0.044863,0.074552,0.10702,0.109243,0.080078
0.741976,0.925033,0.938855,0.899807,1.136455,1.313585,1.327126,1.298885,0.55471,0.517842,0.558356,0.606168,0.464781,0.474422,0.438438,0.396629,0.0825,0.051787,0.053912,0.044873,0.07406,0.108516,0.110841,0.0813
0.739041,0.921979,0.935793,0.896716,1.140112,1.316912,1.330397,1.302439,0.554643,0.517863,0.558362,0.606167,0.465279,0.474694,0.438712,0.396968,0.082994,0.051728,0.053837,0.044884,0.073578,0.109878,0.112298,0.082401
0.736115,0.918925,0.932729,0.893628,1.14341,1.319893,1.333328,1.305634,0.554583,0.517886,0.558369,0.606167,0.465767,0.474974,0.438995,0.397316,0.083508,0.05167,0.053759,0.044898,0.073099,0.111087,0.113592,0.083364
0.733196,0.915873,0.929662,0.890541,1.14633,1.322515,1.335906,1.308458,0.554531,0.517911,0.558377,0.606167,0.46624,0.475267,0.43929,0.397674,0.084042,0.051615,0.053678,0.044912,0.072618,0.112123,0.114704,0.084172
0.730285,0.912821,0.926593,0.887457,1.148855,1.324768,1.338125,1.3109,0.554488,0.517938,0.558388,0.606169,0.466691,0.475577,0.439605,0.398046,0.084595,0.051562,0.053592,0.044929,0.072132,0.112965,0.115614,0.08481
0.727382,0.90977,0.92352,0.884377,1.150972,1.326644,1.339977,1.312953,0.554455,0.517968,0.558403,0.606173,0.467114,0.475911,0.439944,0.398433,0.085168,0.051512,0.053502,0.044946,0.07164,0.113597,0.116305,0.085264
0.724487,0.906719,0.920444,0.8813,1.15267,1.328136,1.341459,1.314612,0.554431,0.518001,0.558422,0.606179,0.467505,0.476274,0.440312,0.39884,0.085762,0.051465,0.053408,0.044965,0.071141,0.114003,0.116761,0.085522
0.721601,0.903669,0.917365,0.878227,1.153944,1.329245,1.342572,1.315876,0.55442,0.518037,0.558446,0.606187,0.46786,0.476671,0.440715,0.399268,0.086376,0.051421,0.053309,0.044986,0.070638,0.11417,0.11697,0.085576
0.718723,0.90062,0.914283,0.875158,1.154796,1.329974,1.34332,1.316749,0.55442,0.518075,0.558475,0.606198,0.468177,0.477105,0.441158,0.399719,0.087012,0.05138,0.053206,0.045007,0.070135,0.114089,0.116922,0.085421
0.715855,0.897571,0.911199,0.872094,1.155232,1.330332,1.343714,1.317239,0.554434,0.518116,0.55851,0.606212,0.468456,0.477581,0.441643,0.400194,0.087669,0.051343,0.0531,0.045031,0.069638,0.113757,0.116613,0.085055
0.712996,0.894524,0.908114,0.869034,1.155267,1.330335,1.343768,1.317359,0.554461,0.51816,0.558551,0.606228,0.468698,0.478097,0.442171,0.400694,0.08835,0.051309,0.052992,0.045056,0.069156,0.113174,0.116044,0.084481
0.710148,0.891478,0.905028,0.865979,1.154921,1.330002,1.343501,1.317126,0.554502,0.518207,0.558596,0.606247,0.468907,0.478655,0.442742,0.401217,0.089055,0.051279,0.052884,0.045083,0.0687,0.112345,0.115218,0.083704
0.707312,0.888434,0.901943,0.86293,1.154223,1.329361,1.342938,1.316563,0.554556,0.518256,0.558645,0.60627,0.469088,0.47925,0.443352,0.401762,0.089786,0.051253,0.052778,0.045113,0.068281,0.111281,0.114147,0.082737
0.70449,0.885391,0.898861,0.859885,1.153206,1.328442,1.342108,1.315696,0.554624,0.518308,0.558698,0.606297,0.469247,0.479879,0.443996,0.402325,0.090547,0.05123,0.052676,0.045145,0.067911,0.109997,0.112845,0.081593
0.701683,0.882352,0.895784,0.856847,1.151908,1.327278,1.341042,1.314557,0.554704,0.518361,0.558753,0.606328,0.469393,0.480534,0.444667,0.402902,0.091338,0.051209,0.052579,0.04518,0.067601,0.108512,0.111333,0.080291
0.698892,0.879316,0.892713,0.853816,1.150372,1.325908,1.339775,1.313178,0.554797,0.518417,0.55881,0.606365,0.469531,0.481207,0.445356,0.403488,0.092165,0.051191,0.05249,0.045218,0.067362,0.106849,0.109634,0.07885
0.696122,0.876284,0.889651,0.850792,1.148639,1.324367,1.33834,1.311593,0.5549,0.518473,0.558867,0.606406,0.469669,0.481891,0.446053,0.404077,0.093029,0.051176,0.05241,0.045261,0.0672,0.105032,0.107772,0.077293
0.693374,0.873257,0.886598,0.847777,1.146749,1.32269,1.336769,1.309835,0.555013,0.518531,0.558923,0.606452,0.469809,0.482577,0.446749,0.404661,0.093935,0.051161,0.052338,0.045309,0.067117,0.103089,0.105775,0.075642
0.690652,0.870237,0.883556,0.844773,1.144738,1.320907,1.33509,1.307934,0.555134,0.518589,0.558977,0.606501,0.469955,0.483254,0.447435,0.405235,0.094887,0.051148,0.052274,0.045364,0.067113,0.101046,0.10367,0.07392
0.687959,0.867224,0.880525,0.841779,1.142638,1.319043,1.333328,1.305919,0.55526,0.518647,0.559027,0.606555,0.470107,0.483913,0.448102,0.405791,0.09589,0.051135,0.052219,0.045426,0.067184,0.09893,0.101483,0.072147
0.685299,0.864221,0.877506,0.838798,1.140472,1.317117,1.331501,1.303811,0.555389,0.518704,0.559074,0.606612,0.470261,0.484547,0.448741,0.406323,0.096948,0.051122,0.052171,0.045496,0.067324,0.096768,0.099238,0.070342
0.682677,0.861227,0.874501,0.83583,1.13826,1.315144,1.329623,1.30163,0.55552,0.518761,0.559115,0.606672,0.470415,0.485146,0.449344,0.406824,0.098066,0.051107,0.05213,0.045575,0.067525,0.094583,0.09696,0.068523
0.680098,0.858244,0.87151,0.832877,1.136013,1.313132,1.327702,1.299389,0.555649,0.518815,0.55915,0.606735,0.470565,0.485704,0.449905,0.40729,0.099249,0.051091,0.052094,0.045663,0.067777,0.092399,0.09467,0.066705
0.677565,0.855273,0.868533,0.82994,1.13374,1.311087,1.325742,1.297101,0.555775,0.518866,0.559179,0.6068,0.470704,0.486215,0.450418,0.407716,0.100501,0.051072,0.052062,0.045759,0.068072,0.090239,0.092389,0.064904
0.675084,0.852317,0.865571,0.82702,1.131446,1.309009,1.323746,1.294772,0.555895,0.518913,0.559201,0.606866,0.47083,0.486676,0.450881,0.408099,0.101826,0.051049,0.052031,0.045866,0.068401,0.088122,0.090136,0.063133
0.672661,0.849375,0.862626,0.824119,1.12913,1.306899,1.321713,1.292408,0.556008,0.518956,0.559216,0.606931,0.470936,0.487082,0.45129,0.408437,0.10323,0.051023,0.052001,0.045982,0.068755,0.086068,0.087929,0.061405
0.670302,0.84645,0.859698,0.821236,1.126791,1.304754,1.319642,1.29001,0.556111,0.518993,0.559225,0.606995,0.47102,0.487434,0.451645,0.408729,0.104717,0.050993,0.051969,0.046109,0.069125,0.084093,0.085784,0.059732
0.668013,0.843543,0.856789,0.818374,1.124425,1.30257,1.317529,1.287581,0.556205,0.519024,0.559226,0.607055,0.471081,0.487731,0.451946,0.408974,0.106291,0.050958,0.051934,0.046245,0.069504,0.082212,0.083717,0.058125
0.6658,0.840655,0.8539,0.815533,1.122028,1.300344,1.315371,1.285119,0.556287,0.519048,0.559222,0.60711,0.471117,0.487977,0.452195,0.409175,0.107956,0.05092,0.051893,0.046392,0.069883,0.080436,0.081742,0.056597
0.66367,0.837787,0.851033,0.812715,1.119594,1.298071,1.313164,1.282623,0.556356,0.519065,0.559213,0.607159,0.471128,0.488175,0.452396,0.409334,0.109717,0.050878,0.051847,0.04655,0.070257,0.078775,0.079872,0.055155
0.66163,0.834942,0.848189,0.809921,1.117118,1.295746,1.310903,1.280091,0.556411,0.519074,0.5592,0.6072,0.471115,0.488329,0.452554,0.409452,0.111578,0.050834,0.051794,0.046718,0.070618,0.077238,0.078118,0.05381
0.659688,0.832121,0.845371,0.807152,1.114596,1.293365,1.308584,1.277521,0.556452,0.519075,0.559183,0.607234,0.471081,0.488447,0.452675,0.409535,0.113542,0.050789,0.051733,0.046898,0.070961,0.075827,0.076488,0.052569
0.657851,0.829326,0.842579,0.804412,1.112024,1.290923,1.306203,1.274909,0.556477,0.519069,0.559164,0.607259,0.471028,0.488535,0.452767,0.409587,0.115613,0.050745,0.051664,0.047091,0.071282,0.074544,0.074987,0.051437
0.656127,0.82656,0.839817,0.8017,1.109399,1.288419,1.303758,1.272256,0.556484,0.519056,0.559144,0.607276,0.470958,0.488598,0.452836,0.409613,0.117797,0.050704,0.051588,0.0473,0.071579,0.073389,0.073619,0.050418
0.654525,0.823824,0.837086,0.799022,1.10672,1.285851,1.301245,1.26956,0.556475,0.519035,0.559124,0.607284,0.470875,0.488646,0.45289,0.409617,0.120097,0.050669,0.051506,0.047529,0.071848,0.072356,0.072384,0.049514
0.653054,0.821123,0.83439,0.79638,1.103986,1.283219,1.298666,1.266821,0.556446,0.519009,0.559105,0.607284,0.470782,0.488685,0.452934,0.409606,0.122516,0.050645,0.05142,0.047782,0.072089,0.071439,0.071279,0.048722
0.651721,0.818459,0.831731,0.793778,1.101199,1.280527,1.296021,1.26404,0.556398,0.518978,0.559087,0.607275,0.470681,0.488719,0.452974,0.409583,0.125059,0.050634,0.051332,0.048064,0.072302,0.07063,0.070298,0.048037
0.650536,0.815836,0.829112,0.79122,1.098361,1.277777,1.293313,1.261218,0.556331,0.518942,0.55907,0.607259,0.470576,0.488754,0.453016,0.409553,0.127729,0.050642,0.051247,0.04838,0.072489,0.069919,0.069434,0.047454
0.649506,0.813259,0.826536,0.78871,1.095477,1.274973,1.290546,1.258357,0.556242,0.518902,0.559054,0.607236,0.47047,0.488792,0.453061,0.409518,0.130528,0.050675,0.051168,0.048739,0.072648,0.069296,0.068678,0.046963
0.64864,0.810731,0.824006,0.786249,1.092549,1.27212,1.287723,1.255461,0.556134,0.51886,0.559038,0.607207,0.470363,0.488836,0.453112,0.409482,0.133459,0.050739,0.051102,0.049145,0.072783,0.068751,0.068019,0.046556
0.647945,0.808256,0.821526,0.78384,1.089583,1.269222,1.284851,1.252532,0.556004,0.518815,0.559022,0.607171,0.470259,0.488885,0.45317,0.409445,0.136524,0.05084,0.051054,0.049608,0.072895,0.068273,0.067447,0.046223
0.647426,0.805839,0.819099,0.781486,1.086584,1.266286,1.281937,1.249573,0.555855,0.518768,0.559005,0.607131,0.470159,0.488939,0.453233,0.409411,0.139724,0.050985,0.051031,0.050135,0.072987,0.067852,0.066951,0.045953
0.647089,0.803484,0.816728,0.779189,1.083555,1.263315,1.278984,1.246587,0.555685,0.51872,0.558986,0.607086,0.470064,0.488999,0.453303,0.409378,0.14306,0.051181,0.051039,0.050734,0.073059,0.06748,0.066522,0.045737
0.646939,0.801196,0.814416,0.776949,1.080502,1.260314,1.275999,1.243579,0.555497,0.51867,0.558966,0.607037,0.469976,0.489062,0.453377,0.40935,0.146531,0.051438,0.051087,0.051414,0.073116,0.067147,0.06615,0.045567
0.646978,0.798977,0.812165,0.774768,1.077429,1.257289,1.272987,1.240552,0.555291,0.518619,0.558944,0.606987,0.469897,0.489128,0.453456,0.409325,0.150136,0.051763,0.051181,0.052184,0.073158,0.066848,0.065824,0.045435
0.647211,0.796833,0.809976,0.772647,1.074341,1.254242,1.269951,1.237507,0.555067,0.518567,0.558921,0.606934,0.469828,0.489197,0.453539,0.409306,0.153873,0.052165,0.05133,0.053051,0.073189,0.066575,0.065537,0.045333
0.647638,0.794766,0.807851,0.770586,1.071241,1.251177,1.266897,1.234449,0.554828,0.518515,0.558899,0.606879,0.469768,0.489268,0.453626,0.409291,0.157738,0.052654,0.05154,0.054023,0.073209,0.066324,0.065281,0.045255
0.648261,0.792781,0.805791,0.768588,1.06813,1.2481,1.263829,1.23138,0.554573,0.518464,0.558877,0.606822,0.469719,0.48934,0.453716,0.409282,0.161726,0.053238,0.051818,0.055106,0.07322,0.06609,0.065051,0.045196
0.649082,0.790881,0.803796,0.766652,1.065013,1.245012,1.26075,1.228302,0.554305,0.518414,0.558856,0.606762,0.46968,0.489415,0.453809,0.409278,0.165831,0.053923,0.052172,0.056306,0.073224,0.065871,0.064842,0.045152
0.6501,0.78907,0.801868,0.764779,1.061891,1.241916,1.257663,1.225216,0.554023,0.518366,0.558837,0.606697,0.469651,0.489491,0.453904,0.40928,0.170045,0.054716,0.052607,0.057625,0.073223,0.065664,0.06465,0.045119
0.651314,0.787351,0.800009,0.762972,1.058766,1.238817,1.254571,1.222124,0.55373,0.51832,0.558819,0.606626,0.469632,0.489567,0.454,0.409286,0.174359,0.055621,0.053129,0.059067,0.073217,0.065468,0.064473,0.045094
0.652725,0.785729,0.79822,0.761231,1.055638,1.235715,1.251475,1.219028,0.553427,0.518277,0.558805,0.606548,0.469621,0.489645,0.454095,0.409295,0.178762,0.05664,0.053742,0.060631,0.073209,0.065281,0.064307,0.045076
0.65433,0.784207,0.796505,0.759559,1.052509,1.232612,1.248379,1.215927,0.553114,0.518237,0.558794,0.606461,0.46962,0.489723,0.454189,0.409307,0.183243,0.057775,0.054451,0.062317,0.073198,0.065102,0.064151,0.045061
0.656126,0.78279,0.794867,0.757959,1.04938,1.22951,1.245281,1.212823,0.552795,0.518202,0.558787,0.606362,0.469625,0.489799,0.45428,0.409322,0.187788,0.059024,0.055257,0.064122,0.073185,0.064931,0.064004,0.045048
0.65811,0.781483,0.793313,0.756435,1.046249,1.226407,1.242182,1.209717,0.552469,0.518171,0.558785,0.60625,0.469637,0.489872,0.454368,0.409337,0.192382,0.060384,0.05616,0.06604,0.073171,0.064769,0.063865,0.045036
0.660276,0.780295,0.791847,0.754995,1.043118,1.223304,1.239083,1.206607,0.55214,0.518147,0.558788,0.606123,0.469655,0.48994,0.454451,0.409353,0.19701,0.061851,0.057161,0.068067,0.073157,0.064614,0.06373,0.045025
0.66262,0.779232,0.790478,0.753645,1.039987,1.220201,1.235983,1.203494,0.551808,0.518128,0.558798,0.605982,0.469676,0.490003,0.454528,0.409368,0.201655,0.063416,0.058254,0.070193,0.073143,0.064466,0.063601,0.045013
0.665134,0.778305,0.789213,0.752396,1.036854,1.217096,1.232881,1.200378,0.551475,0.518118,0.558815,0.605827,0.469699,0.49006,0.4546,0.409381,0.206296,0.06507,0.059436,0.072408,0.073129,0.064325,0.063476,0.045
0.66781,0.777525,0.788063,0.751259,1.03372,1.21399,1.229777,1.19726,0.551141,0.518116,0.558839,0.605657,0.469724,0.490109,0.454664,0.409392,0.210914,0.066803,0.0607,0.0747,0.073118,0.06419,0.063354,0.044986
0.670638,0.776904,0.78704,0.750248,1.030585,1.210882,1.226672,1.194138,0.550808,0.518123,0.558873,0.605475,0.46975,0.490153,0.454722,0.409401,0.215485,0.068601,0.062037,0.077055,0.073107,0.064063,0.063235,0.044971
0.673608,0.776457,0.786158,0.749379,1.027448,1.207772,1.223564,1.191013,0.550475,0.518141,0.558917,0.605281,0.469774,0.49019,0.454773,0.409407,0.219987,0.070452,0.063438,0.079458,0.073099,0.063941,0.06312,0.044953
0.676705,0.776198,0.785434,0.74867,1.02431,1.204662,1.220456,1.187885,0.550145,0.518169,0.558972,0.605077,0.469798,0.490224,0.454818,0.409409,0.224396,0.072343,0.064894,0.081892,0.073094,0.063827,0.063009,0.044935
0.679915,0.776146,0.784889,0.748141,1.02117,1.201551,1.217347,1.184754,0.549818,0.518207,0.559038,0.604866,0.46982,0.490254,0.454856,0.409408,0.228686,0.07426,0.066396,0.08434,0.07309,0.063718,0.062902,0.044914
0.683221,0.776321,0.784544,0.747816,1.01803,1.198441,1.214237,1.18162,0.549494,0.518254,0.559114,0.604651,0.46984,0.490281,0.454889,0.409404,0.232833,0.076192,0.067935,0.086787,0.073089,0.063615,0.0628,0.044893
0.686604,0.776743,0.784429,0.747719,1.014888,1.195329,1.211126,1.178484,0.549176,0.518308,0.5592,0.604434,0.469858,0.490305,0.454917,0.409395,0.236814,0.07813,0.069504,0.089216,0.073091,0.063518,0.0627,0.04487
0.690046,0.777435,0.784575,0.747879,1.011745,1.192218,1.208015,1.175344,0.548863,0.518368,0.559296,0.604218,0.469874,0.490326,0.45494,0.409383,0.240605,0.080063,0.071098,0.091611,0.073096,0.063427,0.062604,0.044847
0.693527,0.778419,0.785016,0.748323,1.008601,1.189105,1.204902,1.172201,0.548555,0.518433,0.559398,0.604008,0.469887,0.490344,0.454961,0.409367,0.244187,0.081986,0.072713,0.09396,0.073105,0.063341,0.062508,0.044822
0.697028,0.779719,0.785787,0.749081,1.005457,1.18599,1.201788,1.169055,0.548253,0.518502,0.559506,0.603807,0.469899,0.490357,0.454978,0.409347,0.24754,0.083891,0.074347,0.096248,0.073118,0.06326,0.062413,0.044798
0.700533,0.781351,0.786922,0.750178,1.002312,1.182874,1.198671,1.165907,0.547958,0.518574,0.559616,0.603617,0.469909,0.490368,0.454994,0.409323,0.250648,0.085774,0.075997,0.098464,0.073133,0.063182,0.062318,0.044774
0.704027,0.783334,0.788449,0.751639,0.999167,1.179757,1.195553,1.162756,0.547669,0.518648,0.559729,0.603441,0.469917,0.490375,0.455009,0.409296,0.2535,0.087627,0.077659,0.100595,0.073153,0.063108,0.062222,0.044749
0.707502,0.785677,0.790392,0.753482,0.996023,1.176638,1.192433,1.159603,0.547387,0.518726,0.559841,0.60328,0.469925,0.490379,0.455022,0.409265,0.256083,0.089444,0.079326,0.102628,0.073175,0.063037,0.062124,0.044725
0.710953,0.788387,0.792766,0.755717,0.992879,1.173519,1.189311,1.156447,0.547113,0.518807,0.559954,0.603136,0.469933,0.490381,0.455035,0.40923,0.25839,0.091215,0.08099,0.10455,0.073201,0.062969,0.062024,0.044701
0.714382,0.791464,0.795576,0.75835,0.989737,1.1704,1.186189,1.15329,0.546846,0.518894,0.560068,0.603009,0.46994,0.490382,0.455048,0.409193,0.260414,0.092927,0.082637,0.106348,0.073231,0.062903,0.061924,0.044677
0.717795,0.794904,0.798818,0.761376,0.986596,1.167281,1.183067,1.150131,0.546586,0.51899,0.560186,0.602902,0.469948,0.490381,0.455059,0.409153,0.262154,0.094568,0.084251,0.108009,0.073264,0.06284,0.061822,0.044653
0.721204,0.798698,0.80248,0.764784,0.983457,1.164163,1.179946,1.146971,0.54633,0.519097,0.560314,0.602814,0.469955,0.490379,0.455069,0.409111,0.263606,0.09612,0.085814,0.109521,0.073301,0.062779,0.061721,0.044628
0.724623,0.802832,0.806542,0.768555,0.98032,1.161044,1.176825,1.14381,0.546077,0.519221,0.560457,0.602749,0.469964,0.490376,0.455077,0.409068,0.264773,0.097567,0.087307,0.110874,0.073341,0.06272,0.06162,0.044602
0.72807,0.80729,0.810979,0.772668,0.977184,1.157927,1.173705,1.14065,0.545823,0.519366,0.560624,0.602709,0.469973,0.49037,0.455082,0.409024,0.265654,0.098892,0.088709,0.112058,0.073385,0.062663,0.061521,0.044573
0.731562,0.812056,0.81576,0.777097,0.974051,1.15481,1.170586,1.13749,0.545567,0.519538,0.560823,0.602698,0.469982,0.490362,0.455083,0.40898,0.266255,0.100077,0.090001,0.113066,0.073432,0.062608,0.061424,0.044544
